date,voice,platform_group,posts,era,halfyear,lit_window,political_window
2021-07-31,portal,facebook,0,pre,2021H2,FALSE,FALSE
2021-07-31,portal,other,0,pre,2021H2,FALSE,FALSE
2021-07-31,portal,video,0,pre,2021H2,FALSE,FALSE
2021-07-31,portal,web,6,pre,2021H2,FALSE,FALSE
2021-08-01,creators,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-01,creators,other,0,pre,2021H2,FALSE,FALSE
2021-08-01,creators,video,1,pre,2021H2,FALSE,FALSE
2021-08-01,creators,web,0,pre,2021H2,FALSE,FALSE
2021-08-01,lay_media,facebook,2,pre,2021H2,FALSE,FALSE
2021-08-01,lay_media,other,0,pre,2021H2,FALSE,FALSE
2021-08-01,lay_media,video,1,pre,2021H2,FALSE,FALSE
2021-08-01,lay_media,web,7,pre,2021H2,FALSE,FALSE
2021-08-01,official,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-01,official,other,0,pre,2021H2,FALSE,FALSE
2021-08-01,official,video,0,pre,2021H2,FALSE,FALSE
2021-08-01,official,web,26,pre,2021H2,FALSE,FALSE
2021-08-01,portal,facebook,2,pre,2021H2,FALSE,FALSE
2021-08-01,portal,other,0,pre,2021H2,FALSE,FALSE
2021-08-01,portal,video,0,pre,2021H2,FALSE,FALSE
2021-08-01,portal,web,10,pre,2021H2,FALSE,FALSE
2021-08-02,creators,facebook,3,pre,2021H2,FALSE,FALSE
2021-08-02,creators,other,0,pre,2021H2,FALSE,FALSE
2021-08-02,creators,video,1,pre,2021H2,FALSE,FALSE
2021-08-02,creators,web,0,pre,2021H2,FALSE,FALSE
2021-08-02,lay_media,facebook,5,pre,2021H2,FALSE,FALSE
2021-08-02,lay_media,other,0,pre,2021H2,FALSE,FALSE
2021-08-02,lay_media,video,1,pre,2021H2,FALSE,FALSE
2021-08-02,lay_media,web,10,pre,2021H2,FALSE,FALSE
2021-08-02,official,facebook,1,pre,2021H2,FALSE,FALSE
2021-08-02,official,other,1,pre,2021H2,FALSE,FALSE
2021-08-02,official,video,0,pre,2021H2,FALSE,FALSE
2021-08-02,official,web,51,pre,2021H2,FALSE,FALSE
2021-08-02,portal,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-02,portal,other,0,pre,2021H2,FALSE,FALSE
2021-08-02,portal,video,0,pre,2021H2,FALSE,FALSE
2021-08-02,portal,web,11,pre,2021H2,FALSE,FALSE
2021-08-03,creators,facebook,2,pre,2021H2,FALSE,TRUE
2021-08-03,creators,other,0,pre,2021H2,FALSE,TRUE
2021-08-03,creators,video,1,pre,2021H2,FALSE,TRUE
2021-08-03,creators,web,0,pre,2021H2,FALSE,TRUE
2021-08-03,lay_media,facebook,3,pre,2021H2,FALSE,TRUE
2021-08-03,lay_media,other,0,pre,2021H2,FALSE,TRUE
2021-08-03,lay_media,video,2,pre,2021H2,FALSE,TRUE
2021-08-03,lay_media,web,5,pre,2021H2,FALSE,TRUE
2021-08-03,official,facebook,0,pre,2021H2,FALSE,TRUE
2021-08-03,official,other,0,pre,2021H2,FALSE,TRUE
2021-08-03,official,video,1,pre,2021H2,FALSE,TRUE
2021-08-03,official,web,23,pre,2021H2,FALSE,TRUE
2021-08-03,portal,facebook,1,pre,2021H2,FALSE,TRUE
2021-08-03,portal,other,0,pre,2021H2,FALSE,TRUE
2021-08-03,portal,video,0,pre,2021H2,FALSE,TRUE
2021-08-03,portal,web,8,pre,2021H2,FALSE,TRUE
2021-08-04,creators,facebook,0,pre,2021H2,FALSE,TRUE
2021-08-04,creators,other,0,pre,2021H2,FALSE,TRUE
2021-08-04,creators,video,1,pre,2021H2,FALSE,TRUE
2021-08-04,creators,web,0,pre,2021H2,FALSE,TRUE
2021-08-04,lay_media,facebook,2,pre,2021H2,FALSE,TRUE
2021-08-04,lay_media,other,0,pre,2021H2,FALSE,TRUE
2021-08-04,lay_media,video,3,pre,2021H2,FALSE,TRUE
2021-08-04,lay_media,web,9,pre,2021H2,FALSE,TRUE
2021-08-04,official,facebook,1,pre,2021H2,FALSE,TRUE
2021-08-04,official,other,0,pre,2021H2,FALSE,TRUE
2021-08-04,official,video,0,pre,2021H2,FALSE,TRUE
2021-08-04,official,web,42,pre,2021H2,FALSE,TRUE
2021-08-04,portal,facebook,1,pre,2021H2,FALSE,TRUE
2021-08-04,portal,other,0,pre,2021H2,FALSE,TRUE
2021-08-04,portal,video,0,pre,2021H2,FALSE,TRUE
2021-08-04,portal,web,11,pre,2021H2,FALSE,TRUE
2021-08-05,creators,facebook,2,pre,2021H2,FALSE,TRUE
2021-08-05,creators,other,0,pre,2021H2,FALSE,TRUE
2021-08-05,creators,video,1,pre,2021H2,FALSE,TRUE
2021-08-05,creators,web,0,pre,2021H2,FALSE,TRUE
2021-08-05,lay_media,facebook,2,pre,2021H2,FALSE,TRUE
2021-08-05,lay_media,other,0,pre,2021H2,FALSE,TRUE
2021-08-05,lay_media,video,1,pre,2021H2,FALSE,TRUE
2021-08-05,lay_media,web,4,pre,2021H2,FALSE,TRUE
2021-08-05,official,facebook,1,pre,2021H2,FALSE,TRUE
2021-08-05,official,other,0,pre,2021H2,FALSE,TRUE
2021-08-05,official,video,2,pre,2021H2,FALSE,TRUE
2021-08-05,official,web,25,pre,2021H2,FALSE,TRUE
2021-08-05,portal,facebook,0,pre,2021H2,FALSE,TRUE
2021-08-05,portal,other,0,pre,2021H2,FALSE,TRUE
2021-08-05,portal,video,0,pre,2021H2,FALSE,TRUE
2021-08-05,portal,web,9,pre,2021H2,FALSE,TRUE
2021-08-06,creators,facebook,1,pre,2021H2,FALSE,TRUE
2021-08-06,creators,other,0,pre,2021H2,FALSE,TRUE
2021-08-06,creators,video,1,pre,2021H2,FALSE,TRUE
2021-08-06,creators,web,0,pre,2021H2,FALSE,TRUE
2021-08-06,lay_media,facebook,3,pre,2021H2,FALSE,TRUE
2021-08-06,lay_media,other,0,pre,2021H2,FALSE,TRUE
2021-08-06,lay_media,video,0,pre,2021H2,FALSE,TRUE
2021-08-06,lay_media,web,8,pre,2021H2,FALSE,TRUE
2021-08-06,official,facebook,1,pre,2021H2,FALSE,TRUE
2021-08-06,official,other,0,pre,2021H2,FALSE,TRUE
2021-08-06,official,video,0,pre,2021H2,FALSE,TRUE
2021-08-06,official,web,31,pre,2021H2,FALSE,TRUE
2021-08-06,portal,facebook,0,pre,2021H2,FALSE,TRUE
2021-08-06,portal,other,0,pre,2021H2,FALSE,TRUE
2021-08-06,portal,video,0,pre,2021H2,FALSE,TRUE
2021-08-06,portal,web,9,pre,2021H2,FALSE,TRUE
2021-08-07,creators,facebook,2,pre,2021H2,FALSE,TRUE
2021-08-07,creators,other,0,pre,2021H2,FALSE,TRUE
2021-08-07,creators,video,1,pre,2021H2,FALSE,TRUE
2021-08-07,creators,web,0,pre,2021H2,FALSE,TRUE
2021-08-07,lay_media,facebook,2,pre,2021H2,FALSE,TRUE
2021-08-07,lay_media,other,0,pre,2021H2,FALSE,TRUE
2021-08-07,lay_media,video,1,pre,2021H2,FALSE,TRUE
2021-08-07,lay_media,web,10,pre,2021H2,FALSE,TRUE
2021-08-07,official,facebook,0,pre,2021H2,FALSE,TRUE
2021-08-07,official,other,0,pre,2021H2,FALSE,TRUE
2021-08-07,official,video,1,pre,2021H2,FALSE,TRUE
2021-08-07,official,web,20,pre,2021H2,FALSE,TRUE
2021-08-07,portal,facebook,0,pre,2021H2,FALSE,TRUE
2021-08-07,portal,other,0,pre,2021H2,FALSE,TRUE
2021-08-07,portal,video,0,pre,2021H2,FALSE,TRUE
2021-08-07,portal,web,5,pre,2021H2,FALSE,TRUE
2021-08-08,creators,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-08,creators,other,0,pre,2021H2,FALSE,FALSE
2021-08-08,creators,video,1,pre,2021H2,FALSE,FALSE
2021-08-08,creators,web,0,pre,2021H2,FALSE,FALSE
2021-08-08,lay_media,facebook,1,pre,2021H2,FALSE,FALSE
2021-08-08,lay_media,other,0,pre,2021H2,FALSE,FALSE
2021-08-08,lay_media,video,1,pre,2021H2,FALSE,FALSE
2021-08-08,lay_media,web,5,pre,2021H2,FALSE,FALSE
2021-08-08,official,facebook,1,pre,2021H2,FALSE,FALSE
2021-08-08,official,other,0,pre,2021H2,FALSE,FALSE
2021-08-08,official,video,1,pre,2021H2,FALSE,FALSE
2021-08-08,official,web,19,pre,2021H2,FALSE,FALSE
2021-08-08,portal,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-08,portal,other,0,pre,2021H2,FALSE,FALSE
2021-08-08,portal,video,0,pre,2021H2,FALSE,FALSE
2021-08-08,portal,web,5,pre,2021H2,FALSE,FALSE
2021-08-09,creators,facebook,1,pre,2021H2,FALSE,FALSE
2021-08-09,creators,other,0,pre,2021H2,FALSE,FALSE
2021-08-09,creators,video,1,pre,2021H2,FALSE,FALSE
2021-08-09,creators,web,0,pre,2021H2,FALSE,FALSE
2021-08-09,lay_media,facebook,4,pre,2021H2,FALSE,FALSE
2021-08-09,lay_media,other,0,pre,2021H2,FALSE,FALSE
2021-08-09,lay_media,video,0,pre,2021H2,FALSE,FALSE
2021-08-09,lay_media,web,17,pre,2021H2,FALSE,FALSE
2021-08-09,official,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-09,official,other,0,pre,2021H2,FALSE,FALSE
2021-08-09,official,video,1,pre,2021H2,FALSE,FALSE
2021-08-09,official,web,34,pre,2021H2,FALSE,FALSE
2021-08-09,portal,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-09,portal,other,0,pre,2021H2,FALSE,FALSE
2021-08-09,portal,video,0,pre,2021H2,FALSE,FALSE
2021-08-09,portal,web,7,pre,2021H2,FALSE,FALSE
2021-08-10,creators,facebook,1,pre,2021H2,FALSE,FALSE
2021-08-10,creators,other,0,pre,2021H2,FALSE,FALSE
2021-08-10,creators,video,1,pre,2021H2,FALSE,FALSE
2021-08-10,creators,web,0,pre,2021H2,FALSE,FALSE
2021-08-10,lay_media,facebook,3,pre,2021H2,FALSE,FALSE
2021-08-10,lay_media,other,0,pre,2021H2,FALSE,FALSE
2021-08-10,lay_media,video,0,pre,2021H2,FALSE,FALSE
2021-08-10,lay_media,web,13,pre,2021H2,FALSE,FALSE
2021-08-10,official,facebook,1,pre,2021H2,FALSE,FALSE
2021-08-10,official,other,0,pre,2021H2,FALSE,FALSE
2021-08-10,official,video,1,pre,2021H2,FALSE,FALSE
2021-08-10,official,web,26,pre,2021H2,FALSE,FALSE
2021-08-10,portal,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-10,portal,other,0,pre,2021H2,FALSE,FALSE
2021-08-10,portal,video,0,pre,2021H2,FALSE,FALSE
2021-08-10,portal,web,14,pre,2021H2,FALSE,FALSE
2021-08-11,creators,facebook,2,pre,2021H2,FALSE,FALSE
2021-08-11,creators,other,0,pre,2021H2,FALSE,FALSE
2021-08-11,creators,video,1,pre,2021H2,FALSE,FALSE
2021-08-11,creators,web,0,pre,2021H2,FALSE,FALSE
2021-08-11,lay_media,facebook,4,pre,2021H2,FALSE,FALSE
2021-08-11,lay_media,other,0,pre,2021H2,FALSE,FALSE
2021-08-11,lay_media,video,4,pre,2021H2,FALSE,FALSE
2021-08-11,lay_media,web,14,pre,2021H2,FALSE,FALSE
2021-08-11,official,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-11,official,other,0,pre,2021H2,FALSE,FALSE
2021-08-11,official,video,2,pre,2021H2,FALSE,FALSE
2021-08-11,official,web,23,pre,2021H2,FALSE,FALSE
2021-08-11,portal,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-11,portal,other,0,pre,2021H2,FALSE,FALSE
2021-08-11,portal,video,0,pre,2021H2,FALSE,FALSE
2021-08-11,portal,web,4,pre,2021H2,FALSE,FALSE
2021-08-14,creators,facebook,1,pre,2021H2,TRUE,FALSE
2021-08-14,creators,other,0,pre,2021H2,TRUE,FALSE
2021-08-14,creators,video,1,pre,2021H2,TRUE,FALSE
2021-08-14,creators,web,0,pre,2021H2,TRUE,FALSE
2021-08-14,lay_media,facebook,2,pre,2021H2,TRUE,FALSE
2021-08-14,lay_media,other,0,pre,2021H2,TRUE,FALSE
2021-08-14,lay_media,video,4,pre,2021H2,TRUE,FALSE
2021-08-14,lay_media,web,4,pre,2021H2,TRUE,FALSE
2021-08-14,official,facebook,1,pre,2021H2,TRUE,FALSE
2021-08-14,official,other,0,pre,2021H2,TRUE,FALSE
2021-08-14,official,video,2,pre,2021H2,TRUE,FALSE
2021-08-14,official,web,24,pre,2021H2,TRUE,FALSE
2021-08-14,portal,facebook,0,pre,2021H2,TRUE,FALSE
2021-08-14,portal,other,0,pre,2021H2,TRUE,FALSE
2021-08-14,portal,video,0,pre,2021H2,TRUE,FALSE
2021-08-14,portal,web,11,pre,2021H2,TRUE,FALSE
2021-08-15,creators,facebook,1,pre,2021H2,TRUE,FALSE
2021-08-15,creators,other,0,pre,2021H2,TRUE,FALSE
2021-08-15,creators,video,1,pre,2021H2,TRUE,FALSE
2021-08-15,creators,web,0,pre,2021H2,TRUE,FALSE
2021-08-15,lay_media,facebook,4,pre,2021H2,TRUE,FALSE
2021-08-15,lay_media,other,0,pre,2021H2,TRUE,FALSE
2021-08-15,lay_media,video,1,pre,2021H2,TRUE,FALSE
2021-08-15,lay_media,web,14,pre,2021H2,TRUE,FALSE
2021-08-15,official,facebook,4,pre,2021H2,TRUE,FALSE
2021-08-15,official,other,0,pre,2021H2,TRUE,FALSE
2021-08-15,official,video,1,pre,2021H2,TRUE,FALSE
2021-08-15,official,web,49,pre,2021H2,TRUE,FALSE
2021-08-15,portal,facebook,1,pre,2021H2,TRUE,FALSE
2021-08-15,portal,other,0,pre,2021H2,TRUE,FALSE
2021-08-15,portal,video,0,pre,2021H2,TRUE,FALSE
2021-08-15,portal,web,29,pre,2021H2,TRUE,FALSE
2021-08-16,creators,facebook,1,pre,2021H2,TRUE,FALSE
2021-08-16,creators,other,0,pre,2021H2,TRUE,FALSE
2021-08-16,creators,video,1,pre,2021H2,TRUE,FALSE
2021-08-16,creators,web,0,pre,2021H2,TRUE,FALSE
2021-08-16,lay_media,facebook,3,pre,2021H2,TRUE,FALSE
2021-08-16,lay_media,other,0,pre,2021H2,TRUE,FALSE
2021-08-16,lay_media,video,1,pre,2021H2,TRUE,FALSE
2021-08-16,lay_media,web,10,pre,2021H2,TRUE,FALSE
2021-08-16,official,facebook,0,pre,2021H2,TRUE,FALSE
2021-08-16,official,other,0,pre,2021H2,TRUE,FALSE
2021-08-16,official,video,1,pre,2021H2,TRUE,FALSE
2021-08-16,official,web,50,pre,2021H2,TRUE,FALSE
2021-08-16,portal,facebook,0,pre,2021H2,TRUE,FALSE
2021-08-16,portal,other,0,pre,2021H2,TRUE,FALSE
2021-08-16,portal,video,0,pre,2021H2,TRUE,FALSE
2021-08-16,portal,web,8,pre,2021H2,TRUE,FALSE
2021-08-17,creators,facebook,0,pre,2021H2,TRUE,FALSE
2021-08-17,creators,other,0,pre,2021H2,TRUE,FALSE
2021-08-17,creators,video,1,pre,2021H2,TRUE,FALSE
2021-08-17,creators,web,0,pre,2021H2,TRUE,FALSE
2021-08-17,lay_media,facebook,3,pre,2021H2,TRUE,FALSE
2021-08-17,lay_media,other,0,pre,2021H2,TRUE,FALSE
2021-08-17,lay_media,video,3,pre,2021H2,TRUE,FALSE
2021-08-17,lay_media,web,7,pre,2021H2,TRUE,FALSE
2021-08-17,official,facebook,1,pre,2021H2,TRUE,FALSE
2021-08-17,official,other,0,pre,2021H2,TRUE,FALSE
2021-08-17,official,video,1,pre,2021H2,TRUE,FALSE
2021-08-17,official,web,38,pre,2021H2,TRUE,FALSE
2021-08-17,portal,facebook,0,pre,2021H2,TRUE,FALSE
2021-08-17,portal,other,0,pre,2021H2,TRUE,FALSE
2021-08-17,portal,video,0,pre,2021H2,TRUE,FALSE
2021-08-17,portal,web,4,pre,2021H2,TRUE,FALSE
2021-08-18,creators,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-18,creators,other,0,pre,2021H2,FALSE,FALSE
2021-08-18,creators,video,1,pre,2021H2,FALSE,FALSE
2021-08-18,creators,web,0,pre,2021H2,FALSE,FALSE
2021-08-18,lay_media,facebook,1,pre,2021H2,FALSE,FALSE
2021-08-18,lay_media,other,0,pre,2021H2,FALSE,FALSE
2021-08-18,lay_media,video,0,pre,2021H2,FALSE,FALSE
2021-08-18,lay_media,web,8,pre,2021H2,FALSE,FALSE
2021-08-18,official,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-18,official,other,0,pre,2021H2,FALSE,FALSE
2021-08-18,official,video,0,pre,2021H2,FALSE,FALSE
2021-08-18,official,web,34,pre,2021H2,FALSE,FALSE
2021-08-18,portal,facebook,1,pre,2021H2,FALSE,FALSE
2021-08-18,portal,other,0,pre,2021H2,FALSE,FALSE
2021-08-18,portal,video,0,pre,2021H2,FALSE,FALSE
2021-08-18,portal,web,5,pre,2021H2,FALSE,FALSE
2021-08-19,creators,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-19,creators,other,0,pre,2021H2,FALSE,FALSE
2021-08-19,creators,video,1,pre,2021H2,FALSE,FALSE
2021-08-19,creators,web,0,pre,2021H2,FALSE,FALSE
2021-08-19,lay_media,facebook,1,pre,2021H2,FALSE,FALSE
2021-08-19,lay_media,other,0,pre,2021H2,FALSE,FALSE
2021-08-19,lay_media,video,2,pre,2021H2,FALSE,FALSE
2021-08-19,lay_media,web,10,pre,2021H2,FALSE,FALSE
2021-08-19,official,facebook,2,pre,2021H2,FALSE,FALSE
2021-08-19,official,other,0,pre,2021H2,FALSE,FALSE
2021-08-19,official,video,0,pre,2021H2,FALSE,FALSE
2021-08-19,official,web,27,pre,2021H2,FALSE,FALSE
2021-08-19,portal,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-19,portal,other,0,pre,2021H2,FALSE,FALSE
2021-08-19,portal,video,0,pre,2021H2,FALSE,FALSE
2021-08-19,portal,web,12,pre,2021H2,FALSE,FALSE
2021-08-20,creators,facebook,1,pre,2021H2,FALSE,FALSE
2021-08-20,creators,other,0,pre,2021H2,FALSE,FALSE
2021-08-20,creators,video,1,pre,2021H2,FALSE,FALSE
2021-08-20,creators,web,0,pre,2021H2,FALSE,FALSE
2021-08-20,lay_media,facebook,4,pre,2021H2,FALSE,FALSE
2021-08-20,lay_media,other,0,pre,2021H2,FALSE,FALSE
2021-08-20,lay_media,video,2,pre,2021H2,FALSE,FALSE
2021-08-20,lay_media,web,12,pre,2021H2,FALSE,FALSE
2021-08-20,official,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-20,official,other,0,pre,2021H2,FALSE,FALSE
2021-08-20,official,video,0,pre,2021H2,FALSE,FALSE
2021-08-20,official,web,20,pre,2021H2,FALSE,FALSE
2021-08-20,portal,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-20,portal,other,0,pre,2021H2,FALSE,FALSE
2021-08-20,portal,video,0,pre,2021H2,FALSE,FALSE
2021-08-20,portal,web,9,pre,2021H2,FALSE,FALSE
2021-08-21,creators,facebook,1,pre,2021H2,FALSE,FALSE
2021-08-21,creators,other,0,pre,2021H2,FALSE,FALSE
2021-08-21,creators,video,1,pre,2021H2,FALSE,FALSE
2021-08-21,creators,web,0,pre,2021H2,FALSE,FALSE
2021-08-21,lay_media,facebook,5,pre,2021H2,FALSE,FALSE
2021-08-21,lay_media,other,0,pre,2021H2,FALSE,FALSE
2021-08-21,lay_media,video,0,pre,2021H2,FALSE,FALSE
2021-08-21,lay_media,web,5,pre,2021H2,FALSE,FALSE
2021-08-21,official,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-21,official,other,0,pre,2021H2,FALSE,FALSE
2021-08-21,official,video,1,pre,2021H2,FALSE,FALSE
2021-08-21,official,web,23,pre,2021H2,FALSE,FALSE
2021-08-21,portal,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-21,portal,other,0,pre,2021H2,FALSE,FALSE
2021-08-21,portal,video,0,pre,2021H2,FALSE,FALSE
2021-08-21,portal,web,10,pre,2021H2,FALSE,FALSE
2021-08-22,creators,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-22,creators,other,0,pre,2021H2,FALSE,FALSE
2021-08-22,creators,video,1,pre,2021H2,FALSE,FALSE
2021-08-22,creators,web,0,pre,2021H2,FALSE,FALSE
2021-08-22,lay_media,facebook,3,pre,2021H2,FALSE,FALSE
2021-08-22,lay_media,other,0,pre,2021H2,FALSE,FALSE
2021-08-22,lay_media,video,0,pre,2021H2,FALSE,FALSE
2021-08-22,lay_media,web,9,pre,2021H2,FALSE,FALSE
2021-08-22,official,facebook,1,pre,2021H2,FALSE,FALSE
2021-08-22,official,other,0,pre,2021H2,FALSE,FALSE
2021-08-22,official,video,1,pre,2021H2,FALSE,FALSE
2021-08-22,official,web,21,pre,2021H2,FALSE,FALSE
2021-08-22,portal,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-22,portal,other,0,pre,2021H2,FALSE,FALSE
2021-08-22,portal,video,0,pre,2021H2,FALSE,FALSE
2021-08-22,portal,web,3,pre,2021H2,FALSE,FALSE
2021-08-23,creators,facebook,2,pre,2021H2,FALSE,FALSE
2021-08-23,creators,other,0,pre,2021H2,FALSE,FALSE
2021-08-23,creators,video,1,pre,2021H2,FALSE,FALSE
2021-08-23,creators,web,0,pre,2021H2,FALSE,FALSE
2021-08-23,lay_media,facebook,3,pre,2021H2,FALSE,FALSE
2021-08-23,lay_media,other,0,pre,2021H2,FALSE,FALSE
2021-08-23,lay_media,video,1,pre,2021H2,FALSE,FALSE
2021-08-23,lay_media,web,9,pre,2021H2,FALSE,FALSE
2021-08-23,official,facebook,2,pre,2021H2,FALSE,FALSE
2021-08-23,official,other,0,pre,2021H2,FALSE,FALSE
2021-08-23,official,video,0,pre,2021H2,FALSE,FALSE
2021-08-23,official,web,48,pre,2021H2,FALSE,FALSE
2021-08-23,portal,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-23,portal,other,0,pre,2021H2,FALSE,FALSE
2021-08-23,portal,video,0,pre,2021H2,FALSE,FALSE
2021-08-23,portal,web,14,pre,2021H2,FALSE,FALSE
2021-08-24,creators,facebook,1,pre,2021H2,FALSE,FALSE
2021-08-24,creators,other,0,pre,2021H2,FALSE,FALSE
2021-08-24,creators,video,1,pre,2021H2,FALSE,FALSE
2021-08-24,creators,web,0,pre,2021H2,FALSE,FALSE
2021-08-24,lay_media,facebook,3,pre,2021H2,FALSE,FALSE
2021-08-24,lay_media,other,0,pre,2021H2,FALSE,FALSE
2021-08-24,lay_media,video,2,pre,2021H2,FALSE,FALSE
2021-08-24,lay_media,web,4,pre,2021H2,FALSE,FALSE
2021-08-24,official,facebook,2,pre,2021H2,FALSE,FALSE
2021-08-24,official,other,0,pre,2021H2,FALSE,FALSE
2021-08-24,official,video,0,pre,2021H2,FALSE,FALSE
2021-08-24,official,web,28,pre,2021H2,FALSE,FALSE
2021-08-24,portal,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-24,portal,other,0,pre,2021H2,FALSE,FALSE
2021-08-24,portal,video,0,pre,2021H2,FALSE,FALSE
2021-08-24,portal,web,9,pre,2021H2,FALSE,FALSE
2021-08-25,creators,facebook,1,pre,2021H2,FALSE,FALSE
2021-08-25,creators,other,0,pre,2021H2,FALSE,FALSE
2021-08-25,creators,video,1,pre,2021H2,FALSE,FALSE
2021-08-25,creators,web,0,pre,2021H2,FALSE,FALSE
2021-08-25,lay_media,facebook,2,pre,2021H2,FALSE,FALSE
2021-08-25,lay_media,other,0,pre,2021H2,FALSE,FALSE
2021-08-25,lay_media,video,2,pre,2021H2,FALSE,FALSE
2021-08-25,lay_media,web,10,pre,2021H2,FALSE,FALSE
2021-08-25,official,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-25,official,other,0,pre,2021H2,FALSE,FALSE
2021-08-25,official,video,0,pre,2021H2,FALSE,FALSE
2021-08-25,official,web,41,pre,2021H2,FALSE,FALSE
2021-08-25,portal,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-25,portal,other,0,pre,2021H2,FALSE,FALSE
2021-08-25,portal,video,0,pre,2021H2,FALSE,FALSE
2021-08-25,portal,web,9,pre,2021H2,FALSE,FALSE
2021-08-26,creators,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-26,creators,other,0,pre,2021H2,FALSE,FALSE
2021-08-26,creators,video,1,pre,2021H2,FALSE,FALSE
2021-08-26,creators,web,0,pre,2021H2,FALSE,FALSE
2021-08-26,lay_media,facebook,1,pre,2021H2,FALSE,FALSE
2021-08-26,lay_media,other,0,pre,2021H2,FALSE,FALSE
2021-08-26,lay_media,video,1,pre,2021H2,FALSE,FALSE
2021-08-26,lay_media,web,7,pre,2021H2,FALSE,FALSE
2021-08-26,official,facebook,2,pre,2021H2,FALSE,FALSE
2021-08-26,official,other,0,pre,2021H2,FALSE,FALSE
2021-08-26,official,video,0,pre,2021H2,FALSE,FALSE
2021-08-26,official,web,43,pre,2021H2,FALSE,FALSE
2021-08-26,portal,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-26,portal,other,0,pre,2021H2,FALSE,FALSE
2021-08-26,portal,video,0,pre,2021H2,FALSE,FALSE
2021-08-26,portal,web,9,pre,2021H2,FALSE,FALSE
2021-08-27,creators,facebook,1,pre,2021H2,FALSE,FALSE
2021-08-27,creators,other,0,pre,2021H2,FALSE,FALSE
2021-08-27,creators,video,1,pre,2021H2,FALSE,FALSE
2021-08-27,creators,web,0,pre,2021H2,FALSE,FALSE
2021-08-27,lay_media,facebook,3,pre,2021H2,FALSE,FALSE
2021-08-27,lay_media,other,0,pre,2021H2,FALSE,FALSE
2021-08-27,lay_media,video,1,pre,2021H2,FALSE,FALSE
2021-08-27,lay_media,web,7,pre,2021H2,FALSE,FALSE
2021-08-27,official,facebook,2,pre,2021H2,FALSE,FALSE
2021-08-27,official,other,0,pre,2021H2,FALSE,FALSE
2021-08-27,official,video,0,pre,2021H2,FALSE,FALSE
2021-08-27,official,web,27,pre,2021H2,FALSE,FALSE
2021-08-27,portal,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-27,portal,other,0,pre,2021H2,FALSE,FALSE
2021-08-27,portal,video,0,pre,2021H2,FALSE,FALSE
2021-08-27,portal,web,12,pre,2021H2,FALSE,FALSE
2021-08-28,creators,facebook,1,pre,2021H2,FALSE,FALSE
2021-08-28,creators,other,0,pre,2021H2,FALSE,FALSE
2021-08-28,creators,video,1,pre,2021H2,FALSE,FALSE
2021-08-28,creators,web,0,pre,2021H2,FALSE,FALSE
2021-08-28,lay_media,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-28,lay_media,other,0,pre,2021H2,FALSE,FALSE
2021-08-28,lay_media,video,4,pre,2021H2,FALSE,FALSE
2021-08-28,lay_media,web,3,pre,2021H2,FALSE,FALSE
2021-08-28,official,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-28,official,other,0,pre,2021H2,FALSE,FALSE
2021-08-28,official,video,1,pre,2021H2,FALSE,FALSE
2021-08-28,official,web,27,pre,2021H2,FALSE,FALSE
2021-08-28,portal,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-28,portal,other,0,pre,2021H2,FALSE,FALSE
2021-08-28,portal,video,0,pre,2021H2,FALSE,FALSE
2021-08-28,portal,web,5,pre,2021H2,FALSE,FALSE
2021-08-29,creators,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-29,creators,other,0,pre,2021H2,FALSE,FALSE
2021-08-29,creators,video,1,pre,2021H2,FALSE,FALSE
2021-08-29,creators,web,0,pre,2021H2,FALSE,FALSE
2021-08-29,lay_media,facebook,0,pre,2021H2,FALSE,FALSE
2021-08-29,lay_media,other,0,pre,2021H2,FALSE,FALSE
